hemmamal,bortamal,datum,sasong,segrare,id,plats,lag,status,gjorda_mål,insläppta_mål
5,1,1924-08-03,1924_1925,hemma,1,hemma,Örgryte,seger,5,1
5,1,1924-08-03,1924_1925,hemma,1,borta,Hammarby,förlust,1,5
0,1,1924-08-03,1924_1925,borta,2,hemma,IFK Norrköping,förlust,0,1
0,1,1924-08-03,1924_1925,borta,2,borta,Landskrona,seger,1,0
1,1,1924-08-03,1924_1925,lika,3,hemma,IFK Malmö,lika,1,1
1,1,1924-08-03,1924_1925,lika,3,borta,IFK Göteborg,lika,1,1
1,2,1924-08-03,1924_1925,borta,4,hemma,Helsingborg,förlust,1,2
1,2,1924-08-03,1924_1925,borta,4,borta,Gais,seger,2,1
1,3,1924-08-03,1924_1925,borta,5,hemma,Eskilstuna,förlust,1,3
1,3,1924-08-03,1924_1925,borta,5,borta,Sleipner,seger,3,1
5,1,1924-08-03,1924_1925,hemma,6,hemma,AIK,seger,5,1
5,1,1924-08-03,1924_1925,hemma,6,borta,Västerås IK,förlust,1,5
1,3,1924-08-08,1924_1925,borta,7,hemma,IFK Göteborg,förlust,1,3
1,3,1924-08-08,1924_1925,borta,7,borta,Gais,seger,3,1
0,1,1924-08-10,1924_1925,borta,8,hemma,Västerås IK,förlust,0,1
0,1,1924-08-10,1924_1925,borta,8,borta,Eskilstuna,seger,1,0
0,1,1924-08-10,1924_1925,borta,9,hemma,Sleipner,förlust,0,1
0,1,1924-08-10,1924_1925,borta,9,borta,Örgryte,seger,1,0
0,4,1924-08-10,1924_1925,borta,10,hemma,Landskrona,förlust,0,4
0,4,1924-08-10,1924_1925,borta,10,borta,IFK Göteborg,seger,4,0
4,2,1924-08-10,1924_1925,hemma,11,hemma,Helsingborg,seger,4,2
4,2,1924-08-10,1924_1925,hemma,11,borta,IFK Malmö,förlust,2,4
1,7,1924-08-10,1924_1925,borta,12,hemma,Hammarby,förlust,1,7
1,7,1924-08-10,1924_1925,borta,12,borta,AIK,seger,7,1
3,2,1924-08-10,1924_1925,hemma,13,hemma,Gais,seger,3,2
3,2,1924-08-10,1924_1925,hemma,13,borta,IFK Norrköping,förlust,2,3
3,2,1924-08-15,1924_1925,hemma,14,hemma,IFK Norrköping,seger,3,2
3,2,1924-08-15,1924_1925,hemma,14,borta,Sleipner,förlust,2,3
1,1,1924-08-15,1924_1925,lika,15,hemma,Gais,lika,1,1
1,1,1924-08-15,1924_1925,lika,15,borta,Örgryte,lika,1,1
0,1,1924-08-17,1924_1925,borta,16,hemma,IFK Malmö,förlust,0,1
0,1,1924-08-17,1924_1925,borta,16,borta,Örgryte,seger,1,0
1,1,1924-08-17,1924_1925,lika,17,hemma,Landskrona,lika,1,1
1,1,1924-08-17,1924_1925,lika,17,borta,Helsingborg,lika,1,1
8,1,1924-08-17,1924_1925,hemma,18,hemma,IFK Göteborg,seger,8,1
8,1,1924-08-17,1924_1925,hemma,18,borta,Västerås IK,förlust,1,8
7,2,1924-08-17,1924_1925,hemma,19,hemma,Eskilstuna,seger,7,2
7,2,1924-08-17,1924_1925,hemma,19,borta,Hammarby,förlust,2,7
3,2,1924-08-17,1924_1925,hemma,20,hemma,AIK,seger,3,2
3,2,1924-08-17,1924_1925,hemma,20,borta,Sleipner,förlust,2,3
2,2,1924-08-22,1924_1925,lika,21,hemma,IFK Göteborg,lika,2,2
2,2,1924-08-22,1924_1925,lika,21,borta,Örgryte,lika,2,2
1,2,1924-08-24,1924_1925,borta,22,hemma,Sleipner,förlust,1,2
1,2,1924-08-24,1924_1925,borta,22,borta,Gais,seger,2,1
3,3,1924-08-24,1924_1925,lika,23,hemma,IFK Malmö,lika,3,3
3,3,1924-08-24,1924_1925,lika,23,borta,Västerås IK,lika,3,3
3,2,1924-08-24,1924_1925,hemma,24,hemma,Helsingborg,seger,3,2
3,2,1924-08-24,1924_1925,hemma,24,borta,Eskilstuna,förlust,2,3
3,3,1924-08-24,1924_1925,lika,25,hemma,Hammarby,lika,3,3
3,3,1924-08-24,1924_1925,lika,25,borta,Landskrona,lika,3,3
1,0,1924-08-24,1924_1925,hemma,26,hemma,IFK Göteborg,seger,1,0
1,0,1924-08-24,1924_1925,hemma,26,borta,AIK,förlust,0,1
5,1,1924-08-31,1924_1925,hemma,27,hemma,Örgryte,seger,5,1
5,1,1924-08-31,1924_1925,hemma,27,borta,AIK,förlust,1,5
2,1,1924-08-31,1924_1925,hemma,28,hemma,IFK Norrköping,seger,2,1
2,1,1924-08-31,1924_1925,hemma,28,borta,Eskilstuna,förlust,1,2
3,3,1924-08-31,1924_1925,lika,29,hemma,Hammarby,lika,3,3
3,3,1924-08-31,1924_1925,lika,29,borta,Sleipner,lika,3,3
1,3,1924-09-07,1924_1925,borta,30,hemma,Västerås IK,förlust,1,3
1,3,1924-09-07,1924_1925,borta,30,borta,AIK,seger,3,1
2,1,1924-09-07,1924_1925,hemma,31,hemma,Sleipner,seger,2,1
2,1,1924-09-07,1924_1925,hemma,31,borta,Eskilstuna,förlust,1,2
0,5,1924-09-07,1924_1925,borta,32,hemma,Landskrona,förlust,0,5
0,5,1924-09-07,1924_1925,borta,32,borta,Örgryte,seger,5,0
1,2,1924-09-07,1924_1925,borta,33,hemma,Hammarby,förlust,1,2
1,2,1924-09-07,1924_1925,borta,33,borta,IFK Norrköping,seger,2,1
3,2,1924-09-07,1924_1925,hemma,34,hemma,Gais,seger,3,2
3,2,1924-09-07,1924_1925,hemma,34,borta,Helsingborg,förlust,2,3
4,1,1924-09-14,1924_1925,hemma,35,hemma,Örgryte,seger,4,1
4,1,1924-09-14,1924_1925,hemma,35,borta,Landskrona,förlust,1,4
1,5,1924-09-14,1924_1925,borta,36,hemma,Västerås IK,förlust,1,5
1,5,1924-09-14,1924_1925,borta,36,borta,IFK Göteborg,seger,5,1
2,0,1924-09-14,1924_1925,hemma,37,hemma,IFK Norrköping,seger,2,0
2,0,1924-09-14,1924_1925,hemma,37,borta,Hammarby,förlust,0,2
1,0,1924-09-14,1924_1925,hemma,38,hemma,Helsingborg,seger,1,0
1,0,1924-09-14,1924_1925,hemma,38,borta,Sleipner,förlust,0,1
1,2,1924-09-14,1924_1925,borta,39,hemma,Eskilstuna,förlust,1,2
1,2,1924-09-14,1924_1925,borta,39,borta,Gais,seger,2,1
6,3,1924-09-14,1924_1925,hemma,40,hemma,AIK,seger,6,3
6,3,1924-09-14,1924_1925,hemma,40,borta,IFK Malmö,förlust,3,6
1,1,1924-09-21,1924_1925,lika,41,hemma,Västerås IK,lika,1,1
1,1,1924-09-21,1924_1925,lika,41,borta,Gais,lika,1,1
2,4,1924-09-21,1924_1925,borta,42,hemma,Landskrona,förlust,2,4
2,4,1924-09-21,1924_1925,borta,42,borta,IFK Malmö,seger,4,2
2,1,1924-09-21,1924_1925,hemma,43,hemma,IFK Göteborg,seger,2,1
2,1,1924-09-21,1924_1925,hemma,43,borta,Helsingborg,förlust,1,2
3,0,1924-09-28,1924_1925,hemma,44,hemma,Örgryte,seger,3,0
3,0,1924-09-28,1924_1925,hemma,44,borta,IFK Norrköping,förlust,0,3
8,3,1924-09-28,1924_1925,hemma,45,hemma,IFK Malmö,seger,8,3
8,3,1924-09-28,1924_1925,hemma,45,borta,Eskilstuna,förlust,3,8
3,0,1924-09-28,1924_1925,hemma,46,hemma,Landskrona,seger,3,0
3,0,1924-09-28,1924_1925,hemma,46,borta,AIK,förlust,0,3
5,0,1924-09-28,1924_1925,hemma,47,hemma,Helsingborg,seger,5,0
5,0,1924-09-28,1924_1925,hemma,47,borta,Västerås IK,förlust,0,5
0,6,1924-09-28,1924_1925,borta,48,hemma,Hammarby,förlust,0,6
0,6,1924-09-28,1924_1925,borta,48,borta,IFK Göteborg,seger,6,0
2,0,1924-10-05,1924_1925,hemma,49,hemma,Sleipner,seger,2,0
2,0,1924-10-05,1924_1925,hemma,49,borta,Västerås IK,förlust,0,2
3,1,1924-10-05,1924_1925,hemma,50,hemma,IFK Malmö,seger,3,1
3,1,1924-10-05,1924_1925,hemma,50,borta,Hammarby,förlust,1,3
0,0,1924-10-05,1924_1925,lika,51,hemma,Landskrona,lika,0,0
0,0,1924-10-05,1924_1925,lika,51,borta,Gais,lika,0,0
3,1,1924-10-05,1924_1925,hemma,52,hemma,IFK Göteborg,seger,3,1
3,1,1924-10-05,1924_1925,hemma,52,borta,IFK Norrköping,förlust,1,3
1,4,1924-10-05,1924_1925,borta,53,hemma,Eskilstuna,förlust,1,4
1,4,1924-10-05,1924_1925,borta,53,borta,Örgryte,seger,4,1
5,2,1924-10-05,1924_1925,hemma,54,hemma,AIK,seger,5,2
5,2,1924-10-05,1924_1925,hemma,54,borta,Helsingborg,förlust,2,5
2,2,1924-10-12,1924_1925,lika,55,hemma,Västerås IK,lika,2,2
2,2,1924-10-12,1924_1925,lika,55,borta,Landskrona,lika,2,2
1,1,1924-10-12,1924_1925,lika,56,hemma,Sleipner,lika,1,1
1,1,1924-10-12,1924_1925,lika,56,borta,IFK Malmö,lika,1,1
1,1,1924-10-12,1924_1925,lika,57,hemma,Helsingborg,lika,1,1
1,1,1924-10-12,1924_1925,lika,57,borta,Örgryte,lika,1,1
5,1,1924-10-12,1924_1925,hemma,58,hemma,Gais,seger,5,1
5,1,1924-10-12,1924_1925,hemma,58,borta,Hammarby,förlust,1,5
2,8,1924-10-12,1924_1925,borta,59,hemma,Eskilstuna,förlust,2,8
2,8,1924-10-12,1924_1925,borta,59,borta,IFK Göteborg,seger,8,2
5,0,1924-10-12,1924_1925,hemma,60,hemma,AIK,seger,5,0
5,0,1924-10-12,1924_1925,hemma,60,borta,IFK Norrköping,förlust,0,5
1,2,1924-10-19,1924_1925,borta,61,hemma,Västerås IK,förlust,1,2
1,2,1924-10-19,1924_1925,borta,61,borta,Sleipner,seger,2,1
4,1,1924-10-19,1924_1925,hemma,62,hemma,IFK Norrköping,seger,4,1
4,1,1924-10-19,1924_1925,hemma,62,borta,IFK Göteborg,förlust,1,4
1,0,1924-10-19,1924_1925,hemma,63,hemma,Helsingborg,seger,1,0
1,0,1924-10-19,1924_1925,hemma,63,borta,AIK,förlust,0,1
1,1,1924-10-19,1924_1925,lika,64,hemma,Hammarby,lika,1,1
1,1,1924-10-19,1924_1925,lika,64,borta,IFK Malmö,lika,1,1
6,0,1924-10-19,1924_1925,hemma,65,hemma,Gais,seger,6,0
6,0,1924-10-19,1924_1925,hemma,65,borta,Landskrona,förlust,0,6
3,2,1924-10-26,1924_1925,hemma,66,hemma,Örgryte,seger,3,2
3,2,1924-10-26,1924_1925,hemma,66,borta,Eskilstuna,förlust,2,3
1,1,1924-10-26,1924_1925,lika,67,hemma,Västerås IK,lika,1,1
1,1,1924-10-26,1924_1925,lika,67,borta,Hammarby,lika,1,1
0,4,1924-10-26,1924_1925,borta,68,hemma,IFK Norrköping,förlust,0,4
0,4,1924-10-26,1924_1925,borta,68,borta,Helsingborg,seger,4,0
0,3,1924-10-26,1924_1925,borta,69,hemma,IFK Malmö,förlust,0,3
0,3,1924-10-26,1924_1925,borta,69,borta,Gais,seger,3,0
1,0,1924-10-26,1924_1925,hemma,70,hemma,Landskrona,seger,1,0
1,0,1924-10-26,1924_1925,hemma,70,borta,Sleipner,förlust,0,1
3,4,1924-10-26,1924_1925,borta,71,hemma,AIK,förlust,3,4
3,4,1924-10-26,1924_1925,borta,71,borta,IFK Göteborg,seger,4,3
2,2,1924-11-02,1924_1925,lika,72,hemma,Sleipner,lika,2,2
2,2,1924-11-02,1924_1925,lika,72,borta,IFK Göteborg,lika,2,2
4,1,1924-11-02,1924_1925,hemma,73,hemma,IFK Malmö,seger,4,1
4,1,1924-11-02,1924_1925,hemma,73,borta,IFK Norrköping,förlust,1,4
0,6,1924-11-02,1924_1925,borta,74,hemma,Hammarby,förlust,0,6
0,6,1924-11-02,1924_1925,borta,74,borta,Helsingborg,seger,6,0
2,1,1924-11-02,1924_1925,hemma,75,hemma,Gais,seger,2,1
2,1,1924-11-02,1924_1925,hemma,75,borta,AIK,förlust,1,2
5,0,1924-11-02,1924_1925,hemma,76,hemma,Eskilstuna,seger,5,0
5,0,1924-11-02,1924_1925,hemma,76,borta,Landskrona,förlust,0,5
6,1,1924-11-09,1924_1925,hemma,77,hemma,IFK Göteborg,seger,6,1
6,1,1924-11-09,1924_1925,hemma,77,borta,IFK Malmö,förlust,1,6
6,0,1925-04-05,1924_1925,hemma,78,hemma,IFK Göteborg,seger,6,0
6,0,1925-04-05,1924_1925,hemma,78,borta,Landskrona,förlust,0,6
4,0,1925-04-10,1924_1925,hemma,79,hemma,Gais,seger,4,0
4,0,1925-04-10,1924_1925,hemma,79,borta,Västerås IK,förlust,0,4
2,2,1925-04-11,1924_1925,lika,80,hemma,IFK Göteborg,lika,2,2
2,2,1925-04-11,1924_1925,lika,80,borta,Eskilstuna,lika,2,2
7,1,1925-04-12,1924_1925,hemma,81,hemma,Örgryte,seger,7,1
7,1,1925-04-12,1924_1925,hemma,81,borta,Västerås IK,förlust,1,7
2,1,1925-04-13,1924_1925,hemma,82,hemma,Sleipner,seger,2,1
2,1,1925-04-13,1924_1925,hemma,82,borta,AIK,förlust,1,2
4,3,1925-04-13,1924_1925,hemma,83,hemma,Helsingborg,seger,4,3
4,3,1925-04-13,1924_1925,hemma,83,borta,IFK Norrköping,förlust,3,4
4,0,1925-04-13,1924_1925,hemma,84,hemma,Gais,seger,4,0
4,0,1925-04-13,1924_1925,hemma,84,borta,Eskilstuna,förlust,0,4
6,1,1925-04-19,1924_1925,hemma,85,hemma,Örgryte,seger,6,1
6,1,1925-04-19,1924_1925,hemma,85,borta,Sleipner,förlust,1,6
0,2,1925-04-19,1924_1925,borta,86,hemma,IFK Norrköping,förlust,0,2
0,2,1925-04-19,1924_1925,borta,86,borta,Gais,seger,2,0
1,3,1925-04-19,1924_1925,borta,87,hemma,IFK Malmö,förlust,1,3
1,3,1925-04-19,1924_1925,borta,87,borta,Helsingborg,seger,3,1
2,3,1925-04-19,1924_1925,borta,88,hemma,Landskrona,förlust,2,3
2,3,1925-04-19,1924_1925,borta,88,borta,Hammarby,seger,3,2
6,1,1925-04-19,1924_1925,hemma,89,hemma,AIK,seger,6,1
6,1,1925-04-19,1924_1925,hemma,89,borta,Eskilstuna,förlust,1,6
0,1,1925-04-26,1924_1925,borta,90,hemma,IFK Norrköping,förlust,0,1
0,1,1925-04-26,1924_1925,borta,90,borta,Västerås IK,seger,1,0
0,1,1925-04-26,1924_1925,borta,91,hemma,IFK Malmö,förlust,0,1
0,1,1925-04-26,1924_1925,borta,91,borta,AIK,seger,1,0
1,2,1925-04-26,1924_1925,borta,92,hemma,Helsingborg,förlust,1,2
1,2,1925-04-26,1924_1925,borta,92,borta,Landskrona,seger,2,1
2,1,1925-04-26,1924_1925,hemma,93,hemma,Hammarby,seger,2,1
2,1,1925-04-26,1924_1925,hemma,93,borta,Örgryte,förlust,1,2
4,0,1925-04-26,1924_1925,hemma,94,hemma,Gais,seger,4,0
4,0,1925-04-26,1924_1925,hemma,94,borta,Sleipner,förlust,0,4
4,0,1925-05-03,1924_1925,hemma,95,hemma,Örgryte,seger,4,0
4,0,1925-05-03,1924_1925,hemma,95,borta,IFK Malmö,förlust,0,4
1,2,1925-05-03,1924_1925,borta,96,hemma,Västerås IK,förlust,1,2
1,2,1925-05-03,1924_1925,borta,96,borta,IFK Norrköping,seger,2,1
0,2,1925-05-03,1924_1925,borta,97,hemma,Sleipner,förlust,0,2
0,2,1925-05-03,1924_1925,borta,97,borta,Helsingborg,seger,2,0
0,5,1925-05-03,1924_1925,borta,98,hemma,Hammarby,förlust,0,5
0,5,1925-05-03,1924_1925,borta,98,borta,Gais,seger,5,0
2,5,1925-05-03,1924_1925,borta,99,hemma,Eskilstuna,förlust,2,5
2,5,1925-05-03,1924_1925,borta,99,borta,AIK,seger,5,2
0,1,1925-05-08,1924_1925,borta,100,hemma,Örgryte,förlust,0,1
0,1,1925-05-08,1924_1925,borta,100,borta,IFK Göteborg,seger,1,0
1,6,1925-05-10,1924_1925,borta,101,hemma,Västerås IK,förlust,1,6
1,6,1925-05-10,1924_1925,borta,101,borta,Örgryte,seger,6,1
2,1,1925-05-10,1924_1925,hemma,102,hemma,IFK Norrköping,seger,2,1
2,1,1925-05-10,1924_1925,hemma,102,borta,IFK Malmö,förlust,1,2
2,2,1925-05-10,1924_1925,lika,103,hemma,Landskrona,lika,2,2
2,2,1925-05-10,1924_1925,lika,103,borta,Eskilstuna,lika,2,2
4,1,1925-05-10,1924_1925,hemma,104,hemma,Helsingborg,seger,4,1
4,1,1925-05-10,1924_1925,hemma,104,borta,Hammarby,förlust,1,4
9,1,1925-05-10,1924_1925,hemma,105,hemma,IFK Göteborg,seger,9,1
9,1,1925-05-10,1924_1925,hemma,105,borta,Sleipner,förlust,1,9
0,2,1925-05-10,1924_1925,borta,106,hemma,AIK,förlust,0,2
0,2,1925-05-10,1924_1925,borta,106,borta,Gais,seger,2,0
0,0,1925-05-15,1924_1925,lika,107,hemma,Örgryte,lika,0,0
0,0,1925-05-15,1924_1925,lika,107,borta,Gais,lika,0,0
1,3,1925-05-15,1924_1925,borta,108,hemma,Hammarby,förlust,1,3
1,3,1925-05-15,1924_1925,borta,108,borta,Västerås IK,seger,3,1
0,0,1925-05-17,1924_1925,lika,109,hemma,Örgryte,lika,0,0
0,0,1925-05-17,1924_1925,lika,109,borta,Helsingborg,lika,0,0
1,0,1925-05-17,1924_1925,hemma,110,hemma,IFK Norrköping,seger,1,0
1,0,1925-05-17,1924_1925,hemma,110,borta,AIK,förlust,0,1
4,1,1925-05-17,1924_1925,hemma,111,hemma,IFK Malmö,seger,4,1
4,1,1925-05-17,1924_1925,hemma,111,borta,Sleipner,förlust,1,4
0,2,1925-05-17,1924_1925,borta,112,hemma,Hammarby,förlust,0,2
0,2,1925-05-17,1924_1925,borta,112,borta,Eskilstuna,seger,2,0
2,1,1925-05-21,1924_1925,hemma,113,hemma,Landskrona,seger,2,1
2,1,1925-05-21,1924_1925,hemma,113,borta,IFK Norrköping,förlust,1,2
1,0,1925-05-21,1924_1925,hemma,114,hemma,Eskilstuna,seger,1,0
1,0,1925-05-21,1924_1925,hemma,114,borta,Västerås IK,förlust,0,1
0,1,1925-05-31,1924_1925,borta,115,hemma,Västerås IK,förlust,0,1
0,1,1925-05-31,1924_1925,borta,115,borta,Helsingborg,seger,1,0
2,2,1925-05-31,1924_1925,lika,116,hemma,Sleipner,lika,2,2
2,2,1925-05-31,1924_1925,lika,116,borta,Landskrona,lika,2,2
2,0,1925-05-31,1924_1925,hemma,117,hemma,Eskilstuna,seger,2,0
2,0,1925-05-31,1924_1925,hemma,117,borta,IFK Malmö,förlust,0,2
2,2,1925-06-01,1924_1925,lika,118,hemma,Västerås IK,lika,2,2
2,2,1925-06-01,1924_1925,lika,118,borta,IFK Malmö,lika,2,2
8,0,1925-06-01,1924_1925,hemma,119,hemma,IFK Göteborg,seger,8,0
8,0,1925-06-01,1924_1925,hemma,119,borta,Hammarby,förlust,0,8
1,1,1925-06-01,1924_1925,lika,120,hemma,Eskilstuna,lika,1,1
1,1,1925-06-01,1924_1925,lika,120,borta,Helsingborg,lika,1,1
3,1,1925-06-01,1924_1925,hemma,121,hemma,AIK,seger,3,1
3,1,1925-06-01,1924_1925,hemma,121,borta,Landskrona,förlust,1,3
0,5,1925-06-01,1924_1925,borta,122,hemma,IFK Norrköping,förlust,0,5
0,5,1925-06-01,1924_1925,borta,122,borta,Örgryte,seger,5,0
4,0,1925-06-05,1924_1925,hemma,123,hemma,Sleipner,seger,4,0
4,0,1925-06-05,1924_1925,hemma,123,borta,IFK Norrköping,förlust,0,4
3,4,1925-06-05,1924_1925,borta,124,hemma,Gais,förlust,3,4
3,4,1925-06-05,1924_1925,borta,124,borta,IFK Göteborg,seger,4,3
1,0,1925-06-05,1924_1925,hemma,125,hemma,AIK,seger,1,0
1,0,1925-06-05,1924_1925,hemma,125,borta,Hammarby,förlust,0,1
0,1,1925-06-05,1924_1925,borta,126,hemma,IFK Malmö,förlust,0,1
0,1,1925-06-05,1924_1925,borta,126,borta,Landskrona,seger,1,0
6,1,1925-06-07,1924_1925,hemma,127,hemma,Sleipner,seger,6,1
6,1,1925-06-07,1924_1925,hemma,127,borta,Hammarby,förlust,1,6
4,0,1925-06-07,1924_1925,hemma,128,hemma,Landskrona,seger,4,0
4,0,1925-06-07,1924_1925,hemma,128,borta,Västerås IK,förlust,0,4
2,3,1925-06-07,1924_1925,borta,129,hemma,Helsingborg,förlust,2,3
2,3,1925-06-07,1924_1925,borta,129,borta,IFK Göteborg,seger,3,2
6,0,1925-06-07,1924_1925,hemma,130,hemma,Gais,seger,6,0
6,0,1925-06-07,1924_1925,hemma,130,borta,IFK Malmö,förlust,0,6
1,1,1925-06-07,1924_1925,lika,131,hemma,Eskilstuna,lika,1,1
1,1,1925-06-07,1924_1925,lika,131,borta,IFK Norrköping,lika,1,1
1,3,1925-06-07,1924_1925,borta,132,hemma,AIK,förlust,1,3
1,3,1925-06-07,1924_1925,borta,132,borta,Örgryte,seger,3,1
2,2,1925-08-02,1925_1926,lika,133,hemma,IFK Uddevalla,lika,2,2
2,2,1925-08-02,1925_1926,lika,133,borta,Örgryte,lika,2,2
2,3,1925-08-02,1925_1926,borta,134,hemma,IFK Malmö,förlust,2,3
2,3,1925-08-02,1925_1926,borta,134,borta,Eskilstuna,seger,3,2
8,3,1925-08-02,1925_1926,hemma,135,hemma,Helsingborg,seger,8,3
8,3,1925-08-02,1925_1926,hemma,135,borta,Sleipner,förlust,3,8
1,0,1925-08-02,1925_1926,hemma,136,hemma,Gais,seger,1,0
1,0,1925-08-02,1925_1926,hemma,136,borta,IFK Norrköping,förlust,0,1
4,4,1925-08-02,1925_1926,lika,137,hemma,City,lika,4,4
4,4,1925-08-02,1925_1926,lika,137,borta,IFK Göteborg,lika,4,4
6,3,1925-08-02,1925_1926,hemma,138,hemma,AIK,seger,6,3
6,3,1925-08-02,1925_1926,hemma,138,borta,Landskrona,förlust,3,6
0,2,1925-08-07,1925_1926,borta,139,hemma,Landskrona,förlust,0,2
0,2,1925-08-07,1925_1926,borta,139,borta,Helsingborg,seger,2,0
1,0,1925-08-07,1925_1926,hemma,140,hemma,Sleipner,seger,1,0
1,0,1925-08-07,1925_1926,hemma,140,borta,IFK Norrköping,förlust,0,1
4,3,1925-08-07,1925_1926,hemma,141,hemma,IFK Göteborg,seger,4,3
4,3,1925-08-07,1925_1926,hemma,141,borta,Örgryte,förlust,3,4
3,3,1925-08-07,1925_1926,lika,142,hemma,Eskilstuna,lika,3,3
3,3,1925-08-07,1925_1926,lika,142,borta,City,lika,3,3
6,1,1925-08-09,1925_1926,hemma,143,hemma,Örgryte,seger,6,1
6,1,1925-08-09,1925_1926,hemma,143,borta,IFK Malmö,förlust,1,6
1,1,1925-08-09,1925_1926,lika,144,hemma,IFK Uddevalla,lika,1,1
1,1,1925-08-09,1925_1926,lika,144,borta,City,lika,1,1
0,0,1925-08-09,1925_1926,lika,145,hemma,Sleipner,lika,0,0
0,0,1925-08-09,1925_1926,lika,145,borta,AIK,lika,0,0
2,4,1925-08-09,1925_1926,borta,146,hemma,Landskrona,förlust,2,4
2,4,1925-08-09,1925_1926,borta,146,borta,IFK Göteborg,seger,4,2
7,3,1925-08-09,1925_1926,hemma,147,hemma,Helsingborg,seger,7,3
7,3,1925-08-09,1925_1926,hemma,147,borta,IFK Norrköping,förlust,3,7
4,2,1925-08-14,1925_1926,hemma,148,hemma,Örgryte,seger,4,2
4,2,1925-08-14,1925_1926,hemma,148,borta,Gais,förlust,2,4
9,1,1925-08-14,1925_1926,hemma,149,hemma,Helsingborg,seger,9,1
9,1,1925-08-14,1925_1926,hemma,149,borta,IFK Malmö,förlust,1,9
1,3,1925-08-16,1925_1926,borta,150,hemma,IFK Norrköping,förlust,1,3
1,3,1925-08-16,1925_1926,borta,150,borta,Eskilstuna,seger,3,1
0,4,1925-08-16,1925_1926,borta,151,hemma,IFK Malmö,förlust,0,4
0,4,1925-08-16,1925_1926,borta,151,borta,Gais,seger,4,0
2,0,1925-08-16,1925_1926,hemma,152,hemma,IFK Göteborg,seger,2,0
2,0,1925-08-16,1925_1926,hemma,152,borta,Sleipner,förlust,0,2
1,2,1925-08-16,1925_1926,borta,153,hemma,City,förlust,1,2
1,2,1925-08-16,1925_1926,borta,153,borta,Landskrona,seger,2,1
2,5,1925-08-16,1925_1926,borta,154,hemma,AIK,förlust,2,5
2,5,1925-08-16,1925_1926,borta,154,borta,Helsingborg,seger,5,2
1,0,1925-08-21,1925_1926,hemma,155,hemma,Gais,seger,1,0
1,0,1925-08-21,1925_1926,hemma,155,borta,IFK Göteborg,förlust,0,1
0,5,1925-08-21,1925_1926,borta,156,hemma,IFK Malmö,förlust,0,5
0,5,1925-08-21,1925_1926,borta,156,borta,Landskrona,seger,5,0
5,1,1925-08-23,1925_1926,hemma,157,hemma,Gais,seger,5,1
5,1,1925-08-23,1925_1926,hemma,157,borta,City,förlust,1,5
1,6,1925-08-23,1925_1926,borta,158,hemma,Sleipner,förlust,1,6
1,6,1925-08-23,1925_1926,borta,158,borta,Landskrona,seger,6,1
3,3,1925-08-23,1925_1926,lika,159,hemma,Eskilstuna,lika,3,3
3,3,1925-08-23,1925_1926,lika,159,borta,IFK Uddevalla,lika,3,3
3,0,1925-08-30,1925_1926,hemma,160,hemma,Örgryte,seger,3,0
3,0,1925-08-30,1925_1926,hemma,160,borta,AIK,förlust,0,3
0,0,1925-08-30,1925_1926,lika,161,hemma,IFK Uddevalla,lika,0,0
0,0,1925-08-30,1925_1926,lika,161,borta,IFK Göteborg,lika,0,0
5,1,1925-08-30,1925_1926,hemma,162,hemma,IFK Norrköping,seger,5,1
5,1,1925-08-30,1925_1926,hemma,162,borta,IFK Malmö,förlust,1,5
3,1,1925-08-30,1925_1926,hemma,163,hemma,Landskrona,seger,3,1
3,1,1925-08-30,1925_1926,hemma,163,borta,Eskilstuna,förlust,1,3
2,0,1925-08-30,1925_1926,hemma,164,hemma,Helsingborg,seger,2,0
2,0,1925-08-30,1925_1926,hemma,164,borta,Gais,förlust,0,2
0,2,1925-08-30,1925_1926,borta,165,hemma,City,förlust,0,2
0,2,1925-08-30,1925_1926,borta,165,borta,Sleipner,seger,2,0
3,3,1925-09-06,1925_1926,lika,166,hemma,Sleipner,lika,3,3
3,3,1925-09-06,1925_1926,lika,166,borta,IFK Uddevalla,lika,3,3
2,2,1925-09-06,1925_1926,lika,167,hemma,IFK Malmö,lika,2,2
2,2,1925-09-06,1925_1926,lika,167,borta,AIK,lika,2,2
0,1,1925-09-06,1925_1926,borta,168,hemma,Landskrona,förlust,0,1
0,1,1925-09-06,1925_1926,borta,168,borta,Gais,seger,1,0
2,2,1925-09-06,1925_1926,lika,169,hemma,IFK Göteborg,lika,2,2
2,2,1925-09-06,1925_1926,lika,169,borta,Helsingborg,lika,2,2
3,5,1925-09-06,1925_1926,borta,170,hemma,Eskilstuna,förlust,3,5
3,5,1925-09-06,1925_1926,borta,170,borta,Örgryte,seger,5,3
3,0,1925-09-13,1925_1926,hemma,171,hemma,IFK Uddevalla,seger,3,0
3,0,1925-09-13,1925_1926,hemma,171,borta,IFK Malmö,förlust,0,3
1,6,1925-09-13,1925_1926,borta,172,hemma,IFK Norrköping,förlust,1,6
1,6,1925-09-13,1925_1926,borta,172,borta,IFK Göteborg,seger,6,1
3,2,1925-09-13,1925_1926,hemma,173,hemma,Gais,seger,3,2
3,2,1925-09-13,1925_1926,hemma,173,borta,Sleipner,förlust,2,3
1,3,1925-09-13,1925_1926,borta,174,hemma,City,förlust,1,3
1,3,1925-09-13,1925_1926,borta,174,borta,Örgryte,seger,3,1
