hemmamal,bortamal,datum,sasong,segrare,id,plats,lag,status,gjorda_mål,insläppta_mål
2,6,1987-09-02,1987,borta,8785,borta,Sundsvall,seger,6,2
0,0,1987-09-03,1987,lika,8786,hemma,Västra Frölunda,lika,0,0
0,0,1987-09-03,1987,lika,8786,borta,Brage,lika,0,0
1,1,1987-09-05,1987,lika,8787,hemma,IFK Göteborg,lika,1,1
1,1,1987-09-05,1987,lika,8787,borta,AIK,lika,1,1
0,2,1987-09-06,1987,borta,8788,hemma,Västra Frölunda,förlust,0,2
0,2,1987-09-06,1987,borta,8788,borta,Öster,seger,2,0
3,1,1987-09-06,1987,hemma,8789,hemma,IFK Norrköping,seger,3,1
3,1,1987-09-06,1987,hemma,8789,borta,Örgryte,förlust,1,3
2,3,1987-09-06,1987,borta,8790,hemma,Hammarby,förlust,2,3
2,3,1987-09-06,1987,borta,8790,borta,Elfsborg,seger,3,2
2,2,1987-09-06,1987,lika,8791,hemma,Halmstad,lika,2,2
2,2,1987-09-06,1987,lika,8791,borta,Malmö FF,lika,2,2
3,1,1987-09-06,1987,hemma,8792,hemma,Brage,seger,3,1
3,1,1987-09-06,1987,hemma,8792,borta,Sundsvall,förlust,1,3
1,6,1987-09-12,1987,borta,8793,hemma,Öster,förlust,1,6
1,6,1987-09-12,1987,borta,8793,borta,Hammarby,seger,6,1
0,0,1987-09-12,1987,lika,8794,hemma,Örgryte,lika,0,0
0,0,1987-09-12,1987,lika,8794,borta,Västra Frölunda,lika,0,0
1,1,1987-09-12,1987,lika,8795,hemma,Sundsvall,lika,1,1
1,1,1987-09-12,1987,lika,8795,borta,Halmstad,lika,1,1
2,0,1987-09-12,1987,hemma,8796,hemma,Malmö FF,seger,2,0
2,0,1987-09-12,1987,hemma,8796,borta,IFK Norrköping,förlust,0,2
3,1,1987-09-12,1987,hemma,8797,hemma,Elfsborg,seger,3,1
3,1,1987-09-12,1987,hemma,8797,borta,IFK Göteborg,förlust,1,3
0,0,1987-09-12,1987,lika,8798,hemma,AIK,lika,0,0
0,0,1987-09-12,1987,lika,8798,borta,Brage,lika,0,0
1,1,1987-09-26,1987,lika,8799,hemma,Västra Frölunda,lika,1,1
1,1,1987-09-26,1987,lika,8799,borta,Hammarby,lika,1,1
3,0,1987-09-26,1987,hemma,8800,hemma,IFK Norrköping,seger,3,0
3,0,1987-09-26,1987,hemma,8800,borta,Elfsborg,förlust,0,3
2,1,1987-09-26,1987,hemma,8801,hemma,Halmstad,seger,2,1
2,1,1987-09-26,1987,hemma,8801,borta,Öster,förlust,1,2
1,1,1987-09-26,1987,lika,8802,hemma,IFK Göteborg,lika,1,1
1,1,1987-09-26,1987,lika,8802,borta,Sundsvall,lika,1,1
4,0,1987-09-26,1987,hemma,8803,hemma,Brage,seger,4,0
4,0,1987-09-26,1987,hemma,8803,borta,Örgryte,förlust,0,4
1,1,1987-09-26,1987,lika,8804,hemma,AIK,lika,1,1
1,1,1987-09-26,1987,lika,8804,borta,Malmö FF,lika,1,1
0,2,1987-10-04,1987,borta,8805,hemma,Öster,förlust,0,2
0,2,1987-10-04,1987,borta,8805,borta,IFK Norrköping,seger,2,0
7,3,1987-10-04,1987,hemma,8806,hemma,Örgryte,seger,7,3
7,3,1987-10-04,1987,hemma,8806,borta,Halmstad,förlust,3,7
0,1,1987-10-04,1987,borta,8807,hemma,Sundsvall,förlust,0,1
0,1,1987-10-04,1987,borta,8807,borta,AIK,seger,1,0
3,0,1987-10-04,1987,hemma,8808,hemma,Malmö FF,seger,3,0
3,0,1987-10-04,1987,hemma,8808,borta,Brage,förlust,0,3
0,0,1987-10-04,1987,lika,8809,hemma,Hammarby,lika,0,0
0,0,1987-10-04,1987,lika,8809,borta,IFK Göteborg,lika,0,0
1,2,1987-10-04,1987,borta,8810,hemma,Elfsborg,förlust,1,2
1,2,1987-10-04,1987,borta,8810,borta,Västra Frölunda,seger,2,1
0,1,1988-04-10,1988,borta,8811,hemma,Sundsvall,förlust,0,1
0,1,1988-04-10,1988,borta,8811,borta,Öster,seger,1,0
3,2,1988-04-10,1988,hemma,8812,hemma,Malmö FF,seger,3,2
3,2,1988-04-10,1988,hemma,8812,borta,Örgryte,förlust,2,3
4,2,1988-04-10,1988,hemma,8813,hemma,Djurgården,seger,4,2
4,2,1988-04-10,1988,hemma,8813,borta,Västra Frölunda,förlust,2,4
3,0,1988-04-11,1988,hemma,8814,hemma,IFK Göteborg,seger,3,0
3,0,1988-04-11,1988,hemma,8814,borta,Brage,förlust,0,3
2,0,1988-04-11,1988,hemma,8815,hemma,AIK,seger,2,0
2,0,1988-04-11,1988,hemma,8815,borta,IFK Norrköping,förlust,0,2
2,0,1988-04-12,1988,hemma,8816,hemma,Gais,seger,2,0
2,0,1988-04-12,1988,hemma,8816,borta,Hammarby,förlust,0,2
1,0,1988-04-17,1988,hemma,8817,hemma,Öster,seger,1,0
1,0,1988-04-17,1988,hemma,8817,borta,Gais,förlust,0,1
0,0,1988-04-17,1988,lika,8818,hemma,Västra Frölunda,lika,0,0
0,0,1988-04-17,1988,lika,8818,borta,IFK Göteborg,lika,0,0
2,1,1988-04-17,1988,hemma,8819,hemma,Brage,seger,2,1
2,1,1988-04-17,1988,hemma,8819,borta,AIK,förlust,1,2
1,0,1988-04-18,1988,hemma,8820,hemma,Örgryte,seger,1,0
1,0,1988-04-18,1988,hemma,8820,borta,Djurgården,förlust,0,1
0,1,1988-04-18,1988,borta,8821,hemma,IFK Norrköping,förlust,0,1
0,1,1988-04-18,1988,borta,8821,borta,Sundsvall,seger,1,0
2,1,1988-04-18,1988,hemma,8822,hemma,Hammarby,seger,2,1
2,1,1988-04-18,1988,hemma,8822,borta,Malmö FF,förlust,1,2
0,1,1988-04-23,1988,borta,8823,hemma,IFK Göteborg,förlust,0,1
0,1,1988-04-23,1988,borta,8823,borta,Sundsvall,seger,1,0
0,0,1988-04-24,1988,lika,8824,hemma,Öster,lika,0,0
0,0,1988-04-24,1988,lika,8824,borta,Djurgården,lika,0,0
3,0,1988-04-24,1988,hemma,8825,hemma,Västra Frölunda,seger,3,0
3,0,1988-04-24,1988,hemma,8825,borta,AIK,förlust,0,3
3,1,1988-04-24,1988,hemma,8826,hemma,IFK Norrköping,seger,3,1
3,1,1988-04-24,1988,hemma,8826,borta,Malmö FF,förlust,1,3
0,1,1988-04-24,1988,borta,8827,hemma,Hammarby,förlust,0,1
0,1,1988-04-24,1988,borta,8827,borta,Örgryte,seger,1,0
1,0,1988-04-24,1988,hemma,8828,hemma,Brage,seger,1,0
1,0,1988-04-24,1988,hemma,8828,borta,Gais,förlust,0,1
1,1,1988-05-01,1988,lika,8829,hemma,Sundsvall,lika,1,1
1,1,1988-05-01,1988,lika,8829,borta,Brage,lika,1,1
2,3,1988-05-01,1988,borta,8830,hemma,Gais,förlust,2,3
2,3,1988-05-01,1988,borta,8830,borta,IFK Norrköping,seger,3,2
2,0,1988-05-01,1988,hemma,8831,hemma,Djurgården,seger,2,0
2,0,1988-05-01,1988,hemma,8831,borta,Hammarby,förlust,0,2
2,0,1988-05-02,1988,hemma,8832,hemma,Örgryte,seger,2,0
2,0,1988-05-02,1988,hemma,8832,borta,Västra Frölunda,förlust,0,2
1,2,1988-05-02,1988,borta,8833,hemma,AIK,förlust,1,2
1,2,1988-05-02,1988,borta,8833,borta,IFK Göteborg,seger,2,1
2,1,1988-05-03,1988,hemma,8834,hemma,Malmö FF,seger,2,1
2,1,1988-05-03,1988,hemma,8834,borta,Öster,förlust,1,2
2,1,1988-05-08,1988,hemma,8835,hemma,Sundsvall,seger,2,1
2,1,1988-05-08,1988,hemma,8835,borta,Hammarby,förlust,1,2
2,2,1988-05-08,1988,lika,8836,hemma,Malmö FF,lika,2,2
2,2,1988-05-08,1988,lika,8836,borta,Djurgården,lika,2,2
1,3,1988-05-08,1988,borta,8837,hemma,Gais,förlust,1,3
1,3,1988-05-08,1988,borta,8837,borta,Örgryte,seger,3,1
1,1,1988-05-08,1988,lika,8838,hemma,Brage,lika,1,1
1,1,1988-05-08,1988,lika,8838,borta,Västra Frölunda,lika,1,1
2,1,1988-05-09,1988,hemma,8839,hemma,IFK Göteborg,seger,2,1
2,1,1988-05-09,1988,hemma,8839,borta,IFK Norrköping,förlust,1,2
0,0,1988-05-09,1988,lika,8840,hemma,AIK,lika,0,0
0,0,1988-05-09,1988,lika,8840,borta,Öster,lika,0,0
0,1,1988-05-15,1988,borta,8841,hemma,Öster,förlust,0,1
0,1,1988-05-15,1988,borta,8841,borta,IFK Göteborg,seger,1,0
0,2,1988-05-15,1988,borta,8842,hemma,Västra Frölunda,förlust,0,2
0,2,1988-05-15,1988,borta,8842,borta,Malmö FF,seger,2,0
6,1,1988-05-15,1988,hemma,8843,hemma,Djurgården,seger,6,1
6,1,1988-05-15,1988,hemma,8843,borta,Gais,förlust,1,6
1,2,1988-05-16,1988,borta,8844,hemma,Örgryte,förlust,1,2
1,2,1988-05-16,1988,borta,8844,borta,Sundsvall,seger,2,1
3,0,1988-05-16,1988,hemma,8845,hemma,IFK Norrköping,seger,3,0
3,0,1988-05-16,1988,hemma,8845,borta,Brage,förlust,0,3
1,2,1988-05-16,1988,borta,8846,hemma,Hammarby,förlust,1,2
1,2,1988-05-16,1988,borta,8846,borta,AIK,seger,2,1
0,1,1988-05-18,1988,borta,8847,hemma,Gais,förlust,0,1
0,1,1988-05-18,1988,borta,8847,borta,IFK Göteborg,seger,1,0
1,2,1988-05-19,1988,borta,8848,hemma,Örgryte,förlust,1,2
1,2,1988-05-19,1988,borta,8848,borta,Öster,seger,2,1
2,0,1988-05-19,1988,hemma,8849,hemma,Sundsvall,seger,2,0
2,0,1988-05-19,1988,hemma,8849,borta,AIK,förlust,0,2
2,0,1988-05-19,1988,hemma,8850,hemma,Malmö FF,seger,2,0
2,0,1988-05-19,1988,hemma,8850,borta,Brage,förlust,0,2
1,2,1988-05-19,1988,borta,8851,hemma,Hammarby,förlust,1,2
1,2,1988-05-19,1988,borta,8851,borta,Västra Frölunda,seger,2,1
0,3,1988-05-19,1988,borta,8852,hemma,Djurgården,förlust,0,3
0,3,1988-05-19,1988,borta,8852,borta,IFK Norrköping,seger,3,0
1,1,1988-05-28,1988,lika,8853,hemma,Västra Frölunda,lika,1,1
1,1,1988-05-28,1988,lika,8853,borta,Sundsvall,lika,1,1
1,1,1988-05-29,1988,lika,8854,hemma,Öster,lika,1,1
1,1,1988-05-29,1988,lika,8854,borta,Hammarby,lika,1,1
3,0,1988-05-29,1988,hemma,8855,hemma,IFK Norrköping,seger,3,0
3,0,1988-05-29,1988,hemma,8855,borta,Örgryte,förlust,0,3
1,3,1988-05-29,1988,borta,8856,hemma,IFK Göteborg,förlust,1,3
1,3,1988-05-29,1988,borta,8856,borta,Malmö FF,seger,3,1
1,1,1988-05-29,1988,lika,8857,hemma,Brage,lika,1,1
1,1,1988-05-29,1988,lika,8857,borta,Djurgården,lika,1,1
0,0,1988-05-29,1988,lika,8858,hemma,AIK,lika,0,0
0,0,1988-05-29,1988,lika,8858,borta,Gais,lika,0,0
2,3,1988-06-05,1988,borta,8859,hemma,Sundsvall,förlust,2,3
2,3,1988-06-05,1988,borta,8859,borta,Malmö FF,seger,3,2
2,0,1988-06-05,1988,hemma,8860,hemma,Gais,seger,2,0
2,0,1988-06-05,1988,hemma,8860,borta,Västra Frölunda,förlust,0,2
1,0,1988-06-05,1988,hemma,8861,hemma,Brage,seger,1,0
1,0,1988-06-05,1988,hemma,8861,borta,Hammarby,förlust,0,1
2,1,1988-06-06,1988,hemma,8862,hemma,IFK Göteborg,seger,2,1
2,1,1988-06-06,1988,hemma,8862,borta,Örgryte,förlust,1,2
0,0,1988-06-06,1988,lika,8863,hemma,AIK,lika,0,0
0,0,1988-06-06,1988,lika,8863,borta,Djurgården,lika,0,0
3,0,1988-06-07,1988,hemma,8864,hemma,IFK Norrköping,seger,3,0
3,0,1988-06-07,1988,hemma,8864,borta,Öster,förlust,0,3
1,1,1988-06-12,1988,lika,8865,hemma,Öster,lika,1,1
1,1,1988-06-12,1988,lika,8865,borta,Brage,lika,1,1
2,3,1988-06-12,1988,borta,8866,hemma,Västra Frölunda,förlust,2,3
2,3,1988-06-12,1988,borta,8866,borta,IFK Norrköping,seger,3,2
2,0,1988-06-12,1988,hemma,8867,hemma,Malmö FF,seger,2,0
2,0,1988-06-12,1988,hemma,8867,borta,Gais,förlust,0,2
4,2,1988-06-12,1988,hemma,8868,hemma,Djurgården,seger,4,2
4,2,1988-06-12,1988,hemma,8868,borta,Sundsvall,förlust,2,4
0,1,1988-06-13,1988,borta,8869,hemma,Örgryte,förlust,0,1
0,1,1988-06-13,1988,borta,8869,borta,AIK,seger,1,0
2,1,1988-06-13,1988,hemma,8870,hemma,Hammarby,seger,2,1
2,1,1988-06-13,1988,hemma,8870,borta,IFK Göteborg,förlust,1,2
6,0,1988-06-16,1988,hemma,8871,hemma,IFK Norrköping,seger,6,0
6,0,1988-06-16,1988,hemma,8871,borta,Hammarby,förlust,0,6
1,1,1988-06-16,1988,lika,8872,hemma,IFK Göteborg,lika,1,1
1,1,1988-06-16,1988,lika,8872,borta,Djurgården,lika,1,1
1,1,1988-06-16,1988,lika,8873,hemma,Brage,lika,1,1
1,1,1988-06-16,1988,lika,8873,borta,Örgryte,lika,1,1
1,5,1988-06-16,1988,borta,8874,hemma,AIK,förlust,1,5
1,5,1988-06-16,1988,borta,8874,borta,Malmö FF,seger,5,1
1,2,1988-06-19,1988,borta,8875,hemma,Öster,förlust,1,2
1,2,1988-06-19,1988,borta,8875,borta,Västra Frölunda,seger,2,1
2,0,1988-06-19,1988,hemma,8876,hemma,Malmö FF,seger,2,0
2,0,1988-06-19,1988,hemma,8876,borta,AIK,förlust,0,2
1,1,1988-06-19,1988,lika,8877,hemma,Gais,lika,1,1
1,1,1988-06-19,1988,lika,8877,borta,Sundsvall,lika,1,1
0,1,1988-06-19,1988,borta,8878,hemma,Djurgården,förlust,0,1
0,1,1988-06-19,1988,borta,8878,borta,IFK Göteborg,seger,1,0
0,0,1988-06-20,1988,lika,8879,hemma,Hammarby,lika,0,0
0,0,1988-06-20,1988,lika,8879,borta,IFK Norrköping,lika,0,0
3,3,1988-06-22,1988,lika,8880,hemma,Västra Frölunda,lika,3,3
3,3,1988-06-22,1988,lika,8880,borta,Öster,lika,3,3
3,0,1988-07-03,1988,hemma,8881,hemma,Örgryte,seger,3,0
3,0,1988-07-03,1988,hemma,8881,borta,Brage,förlust,0,3
1,1,1988-07-03,1988,lika,8882,hemma,Sundsvall,lika,1,1
1,1,1988-07-03,1988,lika,8882,borta,Gais,lika,1,1
0,3,1988-07-17,1988,borta,8883,hemma,Västra Frölunda,förlust,0,3
0,3,1988-07-17,1988,borta,8883,borta,Djurgården,seger,3,0
1,2,1988-07-17,1988,borta,8884,hemma,Hammarby,förlust,1,2
1,2,1988-07-17,1988,borta,8884,borta,Gais,seger,2,1
0,1,1988-07-19,1988,borta,8885,hemma,Örgryte,förlust,0,1
0,1,1988-07-19,1988,borta,8885,borta,Malmö FF,seger,1,0
0,4,1988-07-20,1988,borta,8886,hemma,Öster,förlust,0,4
0,4,1988-07-20,1988,borta,8886,borta,Sundsvall,seger,4,0
0,1,1988-07-20,1988,borta,8887,hemma,IFK Norrköping,förlust,0,1
0,1,1988-07-20,1988,borta,8887,borta,AIK,seger,1,0
0,3,1988-07-20,1988,borta,8888,hemma,Brage,förlust,0,3
0,3,1988-07-20,1988,borta,8888,borta,IFK Göteborg,seger,3,0
2,2,1988-07-24,1988,lika,8889,hemma,Sundsvall,lika,2,2
2,2,1988-07-24,1988,lika,8889,borta,IFK Norrköping,lika,2,2
2,0,1988-07-24,1988,hemma,8890,hemma,Malmö FF,seger,2,0
2,0,1988-07-24,1988,hemma,8890,borta,Hammarby,förlust,0,2
1,0,1988-07-24,1988,hemma,8891,hemma,Gais,seger,1,0
1,0,1988-07-24,1988,hemma,8891,borta,Öster,förlust,0,1
1,1,1988-07-24,1988,lika,8892,hemma,Djurgården,lika,1,1
1,1,1988-07-24,1988,lika,8892,borta,Örgryte,lika,1,1
1,1,1988-07-25,1988,lika,8893,hemma,IFK Göteborg,lika,1,1
1,1,1988-07-25,1988,lika,8893,borta,Västra Frölunda,lika,1,1
2,2,1988-07-26,1988,lika,8894,hemma,AIK,lika,2,2
2,2,1988-07-26,1988,lika,8894,borta,Brage,lika,2,2
2,2,1988-08-02,1988,lika,8895,hemma,Djurgården,lika,2,2
2,2,1988-08-02,1988,lika,8895,borta,Öster,lika,2,2
1,0,1988-08-03,1988,hemma,8896,hemma,Sundsvall,seger,1,0
1,0,1988-08-03,1988,hemma,8896,borta,IFK Göteborg,förlust,0,1
2,1,1988-08-03,1988,hemma,8897,hemma,Gais,seger,2,1
2,1,1988-08-03,1988,hemma,8897,borta,Brage,förlust,1,2
3,0,1988-08-04,1988,hemma,8898,hemma,Örgryte,seger,3,0
3,0,1988-08-04,1988,hemma,8898,borta,Hammarby,förlust,0,3
2,1,1988-08-04,1988,hemma,8899,hemma,Malmö FF,seger,2,1
2,1,1988-08-04,1988,hemma,8899,borta,IFK Norrköping,förlust,1,2
4,2,1988-08-04,1988,hemma,8900,hemma,AIK,seger,4,2
4,2,1988-08-04,1988,hemma,8900,borta,Västra Frölunda,förlust,2,4
0,1,1988-08-07,1988,borta,8901,hemma,Västra Frölunda,förlust,0,1
0,1,1988-08-07,1988,borta,8901,borta,Örgryte,seger,1,0
2,0,1988-08-07,1988,hemma,8902,hemma,Brage,seger,2,0
2,0,1988-08-07,1988,hemma,8902,borta,Sundsvall,förlust,0,2
3,2,1988-08-08,1988,hemma,8903,hemma,IFK Norrköping,seger,3,2
3,2,1988-08-08,1988,hemma,8903,borta,Gais,förlust,2,3
0,4,1988-08-08,1988,borta,8904,hemma,Hammarby,förlust,0,4
0,4,1988-08-08,1988,borta,8904,borta,Djurgården,seger,4,0
3,1,1988-08-08,1988,hemma,8905,hemma,IFK Göteborg,seger,3,1
3,1,1988-08-08,1988,hemma,8905,borta,AIK,förlust,1,3
0,2,1988-08-09,1988,borta,8906,hemma,Öster,förlust,0,2
0,2,1988-08-09,1988,borta,8906,borta,Malmö FF,seger,2,0
0,2,1988-08-13,1988,borta,8907,hemma,Västra Frölunda,förlust,0,2
0,2,1988-08-13,1988,borta,8907,borta,Gais,seger,2,0
1,1,1988-08-14,1988,lika,8908,hemma,Öster,lika,1,1
1,1,1988-08-14,1988,lika,8908,borta,IFK Norrköping,lika,1,1
1,1,1988-08-14,1988,lika,8909,hemma,Malmö FF,lika,1,1
1,1,1988-08-14,1988,lika,8909,borta,Sundsvall,lika,1,1
0,0,1988-08-14,1988,lika,8910,hemma,Djurgården,lika,0,0
0,0,1988-08-14,1988,lika,8910,borta,AIK,lika,0,0
1,1,1988-08-15,1988,lika,8911,hemma,Örgryte,lika,1,1
1,1,1988-08-15,1988,lika,8911,borta,IFK Göteborg,lika,1,1
2,0,1988-08-15,1988,hemma,8912,hemma,Hammarby,seger,2,0
2,0,1988-08-15,1988,hemma,8912,borta,Brage,förlust,0,2
0,2,1988-08-21,1988,borta,8913,hemma,Sundsvall,förlust,0,2
0,2,1988-08-21,1988,borta,8913,borta,Djurgården,seger,2,0
3,2,1988-08-21,1988,hemma,8914,hemma,Gais,seger,3,2
3,2,1988-08-21,1988,hemma,8914,borta,Malmö FF,förlust,2,3
4,1,1988-08-21,1988,hemma,8915,hemma,Brage,seger,4,1
4,1,1988-08-21,1988,hemma,8915,borta,Öster,förlust,1,4
0,1,1988-08-22,1988,borta,8916,hemma,IFK Norrköping,förlust,0,1
0,1,1988-08-22,1988,borta,8916,borta,Västra Frölunda,seger,1,0
5,1,1988-08-22,1988,hemma,8917,hemma,IFK Göteborg,seger,5,1
5,1,1988-08-22,1988,hemma,8917,borta,Hammarby,förlust,1,5
2,0,1988-08-22,1988,hemma,8918,hemma,AIK,seger,2,0
2,0,1988-08-22,1988,hemma,8918,borta,Örgryte,förlust,0,2
1,2,1988-08-24,1988,borta,8919,hemma,Gais,förlust,1,2
1,2,1988-08-24,1988,borta,8919,borta,Djurgården,seger,2,1
0,1,1988-08-25,1988,borta,8920,hemma,Sundsvall,förlust,0,1
0,1,1988-08-25,1988,borta,8920,borta,Örgryte,seger,1,0
2,0,1988-08-25,1988,hemma,8921,hemma,Malmö FF,seger,2,0
2,0,1988-08-25,1988,hemma,8921,borta,Västra Frölunda,förlust,0,2
1,1,1988-08-25,1988,lika,8922,hemma,IFK Göteborg,lika,1,1
1,1,1988-08-25,1988,lika,8922,borta,Öster,lika,1,1
3,1,1988-08-25,1988,hemma,8923,hemma,Brage,seger,3,1
3,1,1988-08-25,1988,hemma,8923,borta,IFK Norrköping,förlust,1,3
0,0,1988-08-25,1988,lika,8924,hemma,AIK,lika,0,0
0,0,1988-08-25,1988,lika,8924,borta,Hammarby,lika,0,0
3,0,1988-08-28,1988,hemma,8925,hemma,Öster,seger,3,0
3,0,1988-08-28,1988,hemma,8925,borta,AIK,förlust,0,3
1,1,1988-08-28,1988,lika,8926,hemma,Örgryte,lika,1,1
1,1,1988-08-28,1988,lika,8926,borta,Gais,lika,1,1
1,0,1988-08-28,1988,hemma,8927,hemma,Västra Frölunda,seger,1,0
1,0,1988-08-28,1988,hemma,8927,borta,Brage,förlust,0,1
1,3,1988-08-28,1988,borta,8928,hemma,IFK Norrköping,förlust,1,3
1,3,1988-08-28,1988,borta,8928,borta,IFK Göteborg,seger,3,1
3,0,1988-08-28,1988,hemma,8929,hemma,Hammarby,seger,3,0
3,0,1988-08-28,1988,hemma,8929,borta,Sundsvall,förlust,0,3
2,3,1988-08-28,1988,borta,8930,hemma,Djurgården,förlust,2,3
2,3,1988-08-28,1988,borta,8930,borta,Malmö FF,seger,3,2
1,0,1988-10-08,1988,hemma,8931,hemma,Gais,seger,1,0
1,0,1988-10-08,1988,hemma,8931,borta,AIK,förlust,0,1
2,1,1988-10-09,1988,hemma,8932,hemma,Örgryte,seger,2,1
2,1,1988-10-09,1988,hemma,8932,borta,IFK Norrköping,förlust,1,2
0,0,1988-10-09,1988,lika,8933,hemma,Sundsvall,lika,0,0
0,0,1988-10-09,1988,lika,8933,borta,Västra Frölunda,lika,0,0
1,3,1988-10-09,1988,borta,8934,hemma,Malmö FF,förlust,1,3
1,3,1988-10-09,1988,borta,8934,borta,IFK Göteborg,seger,3,1
3,0,1988-10-09,1988,hemma,8935,hemma,Hammarby,seger,3,0
3,0,1988-10-09,1988,hemma,8935,borta,Öster,förlust,0,3
0,0,1988-10-09,1988,lika,8936,hemma,Djurgården,lika,0,0
0,0,1988-10-09,1988,lika,8936,borta,Brage,lika,0,0
1,1,1988-10-22,1988,lika,8937,hemma,Öster,lika,1,1
1,1,1988-10-22,1988,lika,8937,borta,Örgryte,lika,1,1
3,1,1988-10-22,1988,hemma,8938,hemma,Västra Frölunda,seger,3,1
3,1,1988-10-22,1988,hemma,8938,borta,Hammarby,förlust,1,3
1,2,1988-10-22,1988,borta,8939,hemma,IFK Norrköping,förlust,1,2
1,2,1988-10-22,1988,borta,8939,borta,Djurgården,seger,2,1
2,0,1988-10-22,1988,hemma,8940,hemma,IFK Göteborg,seger,2,0
2,0,1988-10-22,1988,hemma,8940,borta,Gais,förlust,0,2
2,1,1988-10-22,1988,hemma,8941,hemma,Brage,seger,2,1
2,1,1988-10-22,1988,hemma,8941,borta,Malmö FF,förlust,1,2
1,2,1988-10-22,1988,borta,8942,hemma,AIK,förlust,1,2
1,2,1988-10-22,1988,borta,8942,borta,Sundsvall,seger,2,1
1,4,1989-04-08,1989,borta,8943,hemma,Västra Frölunda,förlust,1,4
1,4,1989-04-08,1989,borta,8943,borta,IFK Norrköping,seger,4,1
1,2,1989-04-09,1989,borta,8944,hemma,Halmstad,förlust,1,2
1,2,1989-04-09,1989,borta,8944,borta,Örebro,seger,2,1
4,3,1989-04-09,1989,hemma,8945,hemma,Örgryte,seger,4,3
4,3,1989-04-09,1989,hemma,8945,borta,Sundsvall,förlust,3,4
0,1,1989-04-09,1989,borta,8946,hemma,Malmö FF,förlust,0,1
0,1,1989-04-09,1989,borta,8946,borta,Djurgården,seger,1,0
0,2,1989-04-09,1989,borta,8947,hemma,Brage,förlust,0,2
0,2,1989-04-09,1989,borta,8947,borta,IFK Göteborg,seger,2,0
1,1,1989-04-09,1989,lika,8948,hemma,AIK,lika,1,1
1,1,1989-04-09,1989,lika,8948,borta,Gais,lika,1,1
1,1,1989-04-15,1989,lika,8949,hemma,Gais,lika,1,1
1,1,1989-04-15,1989,lika,8949,borta,Västra Frölunda,lika,1,1
1,1,1989-04-16,1989,lika,8950,hemma,Örebro,lika,1,1
1,1,1989-04-16,1989,lika,8950,borta,Brage,lika,1,1
0,1,1989-04-16,1989,borta,8951,hemma,Sundsvall,förlust,0,1
0,1,1989-04-16,1989,borta,8951,borta,AIK,seger,1,0
1,1,1989-04-16,1989,lika,8952,hemma,IFK Norrköping,lika,1,1
1,1,1989-04-16,1989,lika,8952,borta,Halmstad,lika,1,1
1,1,1989-04-16,1989,lika,8953,hemma,IFK Göteborg,lika,1,1
1,1,1989-04-16,1989,lika,8953,borta,Malmö FF,lika,1,1
1,2,1989-04-16,1989,borta,8954,hemma,Djurgården,förlust,1,2
1,2,1989-04-16,1989,borta,8954,borta,Örgryte,seger,2,1
1,0,1989-04-22,1989,hemma,8955,hemma,Gais,seger,1,0
1,0,1989-04-22,1989,hemma,8955,borta,IFK Norrköping,förlust,0,1
0,5,1989-04-23,1989,borta,8956,hemma,Västra Frölunda,förlust,0,5
0,5,1989-04-23,1989,borta,8956,borta,IFK Göteborg,seger,5,0
2,0,1989-04-23,1989,hemma,8957,hemma,Malmö FF,seger,2,0
2,0,1989-04-23,1989,hemma,8957,borta,Sundsvall,förlust,0,2
3,1,1989-04-23,1989,hemma,8958,hemma,Halmstad,seger,3,1
3,1,1989-04-23,1989,hemma,8958,borta,Djurgården,förlust,1,3
1,1,1989-04-23,1989,lika,8959,hemma,Brage,lika,1,1
1,1,1989-04-23,1989,lika,8959,borta,Örgryte,lika,1,1
0,0,1989-04-23,1989,lika,8960,hemma,AIK,lika,0,0
0,0,1989-04-23,1989,lika,8960,borta,Örebro,lika,0,0
1,2,1989-04-29,1989,borta,8961,hemma,IFK Göteborg,förlust,1,2
1,2,1989-04-29,1989,borta,8961,borta,Halmstad,seger,2,1
1,1,1989-04-30,1989,lika,8962,hemma,Örgryte,lika,1,1
1,1,1989-04-30,1989,lika,8962,borta,Malmö FF,lika,1,1
3,1,1989-04-30,1989,hemma,8963,hemma,Örebro,seger,3,1
3,1,1989-04-30,1989,hemma,8963,borta,Västra Frölunda,förlust,1,3
0,1,1989-04-30,1989,borta,8964,hemma,Sundsvall,förlust,0,1
0,1,1989-04-30,1989,borta,8964,borta,Gais,seger,1,0
2,2,1989-04-30,1989,lika,8965,hemma,IFK Norrköping,lika,2,2
2,2,1989-04-30,1989,lika,8965,borta,AIK,lika,2,2
1,0,1989-04-30,1989,hemma,8966,hemma,Djurgården,seger,1,0
1,0,1989-04-30,1989,hemma,8966,borta,Brage,förlust,0,1
0,0,1989-05-09,1989,lika,8967,hemma,Örgryte,lika,0,0
0,0,1989-05-09,1989,lika,8967,borta,Västra Frölunda,lika,0,0
0,2,1989-05-11,1989,borta,8968,hemma,Örebro,förlust,0,2
0,2,1989-05-11,1989,borta,8968,borta,IFK Norrköping,seger,2,0
2,3,1989-05-11,1989,borta,8969,hemma,Sundsvall,förlust,2,3
2,3,1989-05-11,1989,borta,8969,borta,Brage,seger,3,2
2,0,1989-05-11,1989,hemma,8970,hemma,Malmö FF,seger,2,0
2,0,1989-05-11,1989,hemma,8970,borta,Halmstad,förlust,0,2
